YEAR,CMTE_ID,TOTAL_TRANSACTIONS,CMTE_NAME
2002,C00090415,500,NATIONAL SOCIETY OF PROFESSIONAL ENGINEERS POLTICAL ACTION COMMITTEE (NSPE-PAC)
2002,C00090209,500,YELLOW CORPORATION POLITICAL ACTION COMMITTEE
2000,C00128231,500,"ICE CREAM, MILK&CHEESE PAC-INTL ICE CREAM ASSN, MILK INDUSTRY FDTN &NATL CHEESE INSTITUTE"
2000,C00341768,500,T E A M PAC
2000,C00009704,500,CONSERVATIVE VICTORY FUND
2000,C00270249,500,HOEKSTRA FOR CONGRESS
2000,C00363515,500,MINNESOTANS FOR AMERICA'S PROMISE
2000,C00282160,500,GUTKNECHT FOR U S CONGRESS COMMITTEE
2000,C00032698,500,INDEPENDENT COMMUNITY BANKERS OF AMERICA POLITICAL ACTION COMMITTEE
2000,C00033944,500,FEED INDUSTRY POLITICAL ACTION COMMITTEE/AMERICAN FEED INDUSTRY ASSOCIATION
2000,C00040329,500,NATIONAL RETAIL FEDERATION RETAILPAC
2000,C00042002,500,RJR POLITICAL ACTION COMMITTEE; R J REYNOLDS TOBACCO HOLDINGS INC
2000,C00042424,500,ST PAUL COMPANIES INC FKA ST PAUL VOLUNTEERS FOR GOOD GOVERNMENT
2000,C00114025,500,NATIONAL READY MIXED CONCRETE ASSOCIATION POLITICAL ACTION COMMITTEE (CONCRETEPAC)
2000,C00042960,500,AMERICAN FROZEN FOOD INSTITUTE POLITICAL ACTION COMMITTEE (AFFI-PAC)
2000,C00087791,500,BROWN & WILLIAMSON TOBACCO CORPORATION EMPLOYEE POLITICAL ACTION COMMITTEE AKA EMPAC
2000,C00201509,500,FOOD DISTRIBUTORS VOICE IN POLITICS CMTE-THE POLITICAL ACTION CMTE OF FOOD DIST INT'L
2000,C00300921,500,BLACK AMERICA'S POLITICAL ACTION COMMITTEE
2000,C00194746,500,BLUEPAC BLUE CROSS AND BLUE SHIELD ASSOCIATION THE POLITICAL ACTION COMMITTEE
2000,C00325373,500,MINNESOTANS FOR A BETTER AMERICA
2002,C00111278,485,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE
2002,C70003108,467,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS
2006,C70000716,437,NATIONAL RIFLE ASSOCIATION (INSTITUTE FOR LEGISLATIVE ACTION)
2006,C00369660,401,VEN-PAC
2006,C00172833,250,AMERICAN ASSOCIATION OF CROP INSURERS POLITICAL ACTION COMMITTEE (AACI PAC)
2006,C00139097,250,CONSERVATIVE NATIONAL COMMITTEE (FKA-CONGRESSIONAL MAJORITY COMMITTEE)
2006,C00384206,250,SHORT ELLIOTT HENDRICKSON INC EMPLOYEES FEDERAL PAC
2006,C00279505,250,RAIN AND HAIL INSURANCE SOCIETY POLITICAL ACTION COMMITTEE
2006,C00374447,250,DMJM+HARRIS PAC
2004,C00380196,250,FRIENDS OF SNOWMOBILING PAC
2004,C00099754,250,BAKEPAC - THE POLITICAL ACTION COMMITTEE OF THE INDEPENDENT BAKERS ASSOCIATION
2004,C00305607,250,"YOUNG JEWISH LEADERSHIP POLITICAL ACTION COMMITTEE INC, THE"
2002,C00266734,250,FRIENDS OF SCOTT MCINNIS INC
2002,C00226712,250,STEWART TILE GUARANTY COMPANY PAC (STEWPAC)
2002,C00342394,250,EBAY INC-COMMITTEE FOR RESPONSIBLE INTERNET COMMERCE
2002,C00170258,250,NAMIC CAP
2006,C00381277,200,OHIO COAL PAC
2000,C00145201,200,MINN LEAGUE OF SAVINGS & COMMUNITY BANKERS COMMUNITY CAMPAIGN COMMITTEE (MN-COMPAC)
2006,C00099754,175,BAKEPAC - THE POLITICAL ACTION COMMITTEE OF THE INDEPENDENT BAKERS ASSOCIATION
2004,C00231233,100,LINDQUIST
2000,C00099754,100,BAKEPAC - THE POLITICAL ACTION COMMITTEE OF THE INDEPENDENT BAKERS ASSOCIATION
2006,C00375865,83,CONCERNED WOMEN FOR AMERICA LEGISLATIVE ACTION COMMITTEE POLITICAL ACTION COMMITTEE
2000,C70003355,65,ASSOCIATED BUILDERS AND CONTRACTORS
2006,C00075820,21,NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE
2002,C00347922,10,GNOSSOS SOFTWARE INC. POLITICAL ACTION COMMITTEE (GNOPAC)
2002,C90005471,2,PLANNED PARENTHOOD ACTION FUND INC
2006,C00208983,0,MANTECH INTERNATIONAL CORPORATION POLITICAL ACTION COMMITTEE
2006,C00053751,0,FRIENDS OF BOB LIVINGSTON PAC
2002,C00033423,0,HOUSEHOLD INTERNATIONAL INC. AND SUBSIDIARY COMPANIES POLITICAL ACTION COMMITTEE (HOUSE P
2004,C00283135,-500,NATIONAL ASSOCIATION OF HEALTH UNDERWRITERS PAC (HUPAC)
2006,C00370791,-2000,MAJORITY INITIATIVE TO KEEP ELECTING REPUBLICANS FUND A.K.A MIKE R FUND
